ts_code,exchange,name,per_unit,opt_code,opt_type,call_put,exercise_type,exercise_price,s_month,maturity_date,list_price,list_date,delist_date,last_edate,last_ddate,quote_unit,min_price_chg
10000869.SH,SSE,华夏上证50ETF期权1705认购2.25,10000.0,OP510050.SH,ETF期权,C,欧式,2.25,201705,20170524,0.0975,20170323,20170524,20170524,20170525,人民币元,0.0001
10000870.SH,SSE,华夏上证50ETF期权1705认购2.30,10000.0,OP510050.SH,ETF期权,C,欧式,2.3,201705,20170524,0.0586,20170323,20170524,20170524,20170525,人民币元,0.0001
10000871.SH,SSE,华夏上证50ETF期权1705认购2.35,10000.0,OP510050.SH,ETF期权,C,欧式,2.35,201705,20170524,0.0326,20170323,20170524,20170524,20170525,人民币元,0.0001
10000872.SH,SSE,华夏上证50ETF期权1705认购2.40,10000.0,OP510050.SH,ETF期权,C,欧式,2.4,201705,20170524,0.0167,20170323,20170524,20170524,20170525,人民币元,0.0001
10000873.SH,SSE,华夏上证50ETF期权1705认购2.45,10000.0,OP510050.SH,ETF期权,C,欧式,2.45,201705,20170524,0.0084,20170323,20170524,20170524,20170525,人民币元,0.0001
10000874.SH,SSE,华夏上证50ETF期权1705认沽2.25,10000.0,OP510050.SH,ETF期权,P,欧式,2.25,201705,20170524,0.0097,20170323,20170524,20170524,20170525,人民币元,0.0001
10000879.SH,SSE,华夏上证50ETF期权1705认购2.50,10000.0,OP510050.SH,ETF期权,C,欧式,2.5,201705,20170524,0.0032,20170406,20170524,20170524,20170525,人民币元,0.0001
10000880.SH,SSE,华夏上证50ETF期权1705认沽2.50,10000.0,OP510050.SH,ETF期权,P,欧式,2.5,201705,20170524,0.1191,20170406,20170524,20170524,20170525,人民币元,0.0001
10001253.SH,SSE,华夏上证50ETF期权1804认购2.95,10000.0,OP510050.SH,ETF期权,C,欧式,2.95,201804,20180425,0.0776,20180301,20180425,20180425,20180426,人民币元,0.0001
10001254.SH,SSE,华夏上证50ETF期权1804认购3.00,10000.0,OP510050.SH,ETF期权,C,欧式,3.0,201804,20180425,0.0605,20180301,20180425,20180425,20180426,人民币元,0.0001
10001255.SH,SSE,华夏上证50ETF期权1804认购3.10,10000.0,OP510050.SH,ETF期权,C,欧式,3.1,201804,20180425,0.0388,20180301,20180425,20180425,20180426,人民币元,0.0001
10001256.SH,SSE,华夏上证50ETF期权1804认沽2.65,10000.0,OP510050.SH,ETF期权,P,欧式,2.65,201804,20180425,0.0326,20180301,20180425,20180425,20180426,人民币元,0.0001
10001257.SH,SSE,华夏上证50ETF期权1804认沽2.70,10000.0,OP510050.SH,ETF期权,P,欧式,2.7,201804,20180425,0.043,20180301,20180425,20180425,20180426,人民币元,0.0001
10001258.SH,SSE,华夏上证50ETF期权1804认沽2.75,10000.0,OP510050.SH,ETF期权,P,欧式,2.75,201804,20180425,0.0551,20180301,20180425,20180425,20180426,人民币元,0.0001
10001179.SH,SSE,华夏上证50ETF期权1801认购3.30,10000.0,OP510050.SH,ETF期权,C,欧式,3.3,201801,20180124,0.0001,20180108,20180124,20180124,20180125,人民币元,0.0001
10001180.SH,SSE,华夏上证50ETF期权1801认沽3.30,10000.0,OP510050.SH,ETF期权,P,欧式,3.3,201801,20180124,0.367,20180108,20180124,20180124,20180125,人民币元,0.0001
10001181.SH,SSE,华夏上证50ETF期权1802认购3.30,10000.0,OP510050.SH,ETF期权,C,欧式,3.3,201802,20180228,0.0019,20180108,20180228,20180228,20180301,人民币元,0.0001
10001182.SH,SSE,华夏上证50ETF期权1802认沽3.30,10000.0,OP510050.SH,ETF期权,P,欧式,3.3,201802,20180228,0.367,20180108,20180228,20180228,20180301,人民币元,0.0001
10001183.SH,SSE,华夏上证50ETF期权1803认购3.30,10000.0,OP510050.SH,ETF期权,C,欧式,3.3,201803,20180328,0.01,20180108,20180328,20180328,20180329,人民币元,0.0001
10001184.SH,SSE,华夏上证50ETF期权1803认沽3.30,10000.0,OP510050.SH,ETF期权,P,欧式,3.3,201803,20180328,0.367,20180108,20180328,20180328,20180329,人民币元,0.0001
10001252.SH,SSE,华夏上证50ETF期权1804认购2.90,10000.0,OP510050.SH,ETF期权,C,欧式,2.9,201804,20180425,0.0977,20180301,20180425,20180425,20180426,人民币元,0.0001
10001247.SH,SSE,华夏上证50ETF期权1804认购2.65,10000.0,OP510050.SH,ETF期权,C,欧式,2.65,201804,20180425,0.2625,20180301,20180425,20180425,20180426,人民币元,0.0001
10001248.SH,SSE,华夏上证50ETF期权1804认购2.70,10000.0,OP510050.SH,ETF期权,C,欧式,2.7,201804,20180425,0.222,20180301,20180425,20180425,20180426,人民币元,0.0001
10001249.SH,SSE,华夏上证50ETF期权1804认购2.75,10000.0,OP510050.SH,ETF期权,C,欧式,2.75,201804,20180425,0.1848,20180301,20180425,20180425,20180426,人民币元,0.0001
10001250.SH,SSE,华夏上证50ETF期权1804认购2.80,10000.0,OP510050.SH,ETF期权,C,欧式,2.8,201804,20180425,0.1521,20180301,20180425,20180425,20180426,人民币元,0.0001
10001251.SH,SSE,华夏上证50ETF期权1804认购2.85,10000.0,OP510050.SH,ETF期权,C,欧式,2.85,201804,20180425,0.1222,20180301,20180425,20180425,20180426,人民币元,0.0001
10001265.SH,SSE,华夏上证50ETF期权1804认购3.20,10000.0,OP510050.SH,ETF期权,C,欧式,3.2,201804,20180425,0.0178,20180302,20180425,20180425,20180426,人民币元,0.0001
10001266.SH,SSE,华夏上证50ETF期权1804认沽3.20,10000.0,OP510050.SH,ETF期权,P,欧式,3.2,201804,20180425,0.3212,20180302,20180425,20180425,20180426,人民币元,0.0001
10000811.SH,SSE,华夏上证50ETF期权1703认购2.55,10000.0,OP510050.SH,ETF期权,C,欧式,2.55,201703,20170322,0.043,20161130,20170322,20170322,20170323,人民币元,0.0001
10000814.SH,SSE,华夏上证50ETF期权1706认沽2.55,10000.0,OP510050.SH,ETF期权,P,欧式,2.55,201706,20170628,0.2014,20161130,20170628,20170628,20170629,人民币元,0.0001
10000812.SH,SSE,华夏上证50ETF期权1703认沽2.55,10000.0,OP510050.SH,ETF期权,P,欧式,2.55,201703,20170322,0.1669,20161130,20170322,20170322,20170323,人民币元,0.0001
10000808.SH,SSE,华夏上证50ETF期权1612认沽2.55,10000.0,OP510050.SH,ETF期权,P,欧式,2.55,201612,20161228,0.1167,20161130,20161228,20161228,20161229,人民币元,0.0001
10000810.SH,SSE,华夏上证50ETF期权1701认沽2.55,10000.0,OP510050.SH,ETF期权,P,欧式,2.55,201701,20170125,0.1331,20161130,20170125,20170125,20170126,人民币元,0.0001
10000813.SH,SSE,华夏上证50ETF期权1706认购2.55,10000.0,OP510050.SH,ETF期权,C,欧式,2.55,201706,20170628,0.0735,20161130,20170628,20170628,20170629,人民币元,0.0001
10000807.SH,SSE,华夏上证50ETF期权1612认购2.55,10000.0,OP510050.SH,ETF期权,C,欧式,2.55,201612,20161228,0.011,20161130,20161228,20161228,20161229,人民币元,0.0001
10000809.SH,SSE,华夏上证50ETF期权1701认购2.55,10000.0,OP510050.SH,ETF期权,C,欧式,2.55,201701,20170125,0.0231,20161130,20170125,20170125,20170126,人民币元,0.0001
10001234.SH,SSE,华夏上证50ETF期权1809认沽2.75,10000.0,OP510050.SH,ETF期权,P,欧式,2.75,201809,20180926,0.0822,20180209,20180926,20180926,20180927,人民币元,0.0001
10001233.SH,SSE,华夏上证50ETF期权1809认购2.75,10000.0,OP510050.SH,ETF期权,C,欧式,2.75,201809,20180926,0.3602,20180209,20180926,20180926,20180927,人民币元,0.0001
10000384.SH,SSE,华夏上证50ETF期权1508认沽1.80,10000.0,OP510050.SH,ETF期权,P,欧式,1.8,201508,20150826,0.0269,20150826,20150826,20150826,20150827,人民币元,0.0001
10000388.SH,SSE,华夏上证50ETF期权1509认购1.85,10000.0,OP510050.SH,ETF期权,C,欧式,1.85,201509,20150923,0.1633,20150826,20150923,20150923,20150924,人民币元,0.0001
10000383.SH,SSE,华夏上证50ETF期权1508认购1.90,10000.0,OP510050.SH,ETF期权,C,欧式,1.9,201508,20150826,0.0376,20150826,20150826,20150826,20150827,人民币元,0.0001
10000385.SH,SSE,华夏上证50ETF期权1508认沽1.85,10000.0,OP510050.SH,ETF期权,P,欧式,1.85,201508,20150826,0.0449,20150826,20150826,20150826,20150827,人民币元,0.0001
10000396.SH,SSE,华夏上证50ETF期权1512认沽1.80,10000.0,OP510050.SH,ETF期权,P,欧式,1.8,201512,20151223,0.2654,20150826,20151223,20151223,20151224,人民币元,0.0001
10000404.SH,SSE,华夏上证50ETF期权1603认沽1.90,10000.0,OP510050.SH,ETF期权,P,欧式,1.9,201603,20160323,0.3211,20150826,20160323,20160323,20160324,人民币元,0.0001
10001152.SH,SSE,华夏上证50ETF期权1801认购3.10,10000.0,OP510050.SH,ETF期权,C,欧式,3.1,201801,20180124,0.0032,20180102,20180124,20180124,20180125,人民币元,0.0001
10001153.SH,SSE,华夏上证50ETF期权1801认沽2.65,10000.0,OP510050.SH,ETF期权,P,欧式,2.65,201801,20180124,0.0005,20180102,20180124,20180124,20180125,人民币元,0.0001
10001154.SH,SSE,华夏上证50ETF期权1801认沽3.10,10000.0,OP510050.SH,ETF期权,P,欧式,3.1,201801,20180124,0.242,20180102,20180124,20180124,20180125,人民币元,0.0001
10001155.SH,SSE,华夏上证50ETF期权1802认购2.65,10000.0,OP510050.SH,ETF期权,C,欧式,2.65,201802,20180228,0.233,20180102,20180228,20180228,20180301,人民币元,0.0001
10001156.SH,SSE,华夏上证50ETF期权1802认购2.70,10000.0,OP510050.SH,ETF期权,C,欧式,2.7,201802,20180228,0.1914,20180102,20180228,20180228,20180301,人民币元,0.0001
10001157.SH,SSE,华夏上证50ETF期权1802认购3.00,10000.0,OP510050.SH,ETF期权,C,欧式,3.0,201802,20180228,0.0304,20180102,20180228,20180228,20180301,人民币元,0.0001
10001158.SH,SSE,华夏上证50ETF期权1802认购3.10,10000.0,OP510050.SH,ETF期权,C,欧式,3.1,201802,20180228,0.0126,20180102,20180228,20180228,20180301,人民币元,0.0001
10001151.SH,SSE,华夏上证50ETF期权1801认购2.65,10000.0,OP510050.SH,ETF期权,C,欧式,2.65,201801,20180124,0.2182,20180102,20180124,20180124,20180125,人民币元,0.0001
10001159.SH,SSE,华夏上证50ETF期权1802认沽2.65,10000.0,OP510050.SH,ETF期权,P,欧式,2.65,201802,20180228,0.0047,20180102,20180228,20180228,20180301,人民币元,0.0001
10001160.SH,SSE,华夏上证50ETF期权1802认沽2.70,10000.0,OP510050.SH,ETF期权,P,欧式,2.7,201802,20180228,0.0098,20180102,20180228,20180228,20180301,人民币元,0.0001
10001435.SH,SSE,华夏上证50ETF期权1903认购2.303,10202.0,OP510050.SH,ETF期权,C,欧式,2.303,201903,20190327,0.3011,20180802,20190327,20190327,20190328,人民币元,0.0001
10001436.SH,SSE,华夏上证50ETF期权1903认沽2.303,10202.0,OP510050.SH,ETF期权,P,欧式,2.303,201903,20190327,0.0804,20180802,20190327,20190327,20190328,人民币元,0.0001
10001403.SH,SSE,华夏上证50ETF期权1808认购2.70,10000.0,OP510050.SH,ETF期权,C,欧式,2.7,201808,20180822,0.0203,20180702,20180822,20180822,20180823,人民币元,0.0001
10001404.SH,SSE,华夏上证50ETF期权1808认沽2.70,10000.0,OP510050.SH,ETF期权,P,欧式,2.7,201808,20180822,0.2159,20180702,20180822,20180822,20180823,人民币元,0.0001
10001524.SH,SSE,华夏上证50ETF期权1906认沽2.745,10202.0,OP510050.SH,ETF期权,P,欧式,2.745,201906,20190626,0.3094,20181105,20190626,20190626,20190627,人民币元,0.0001
10001523.SH,SSE,华夏上证50ETF期权1906认购2.745,10202.0,OP510050.SH,ETF期权,C,欧式,2.745,201906,20190626,0.1552,20181105,20190626,20190626,20190627,人民币元,0.0001
10001669.SH,SSE,华夏上证50ETF期权1903认购2.05,10000.0,OP510050.SH,ETF期权,C,欧式,2.05,201903,20190327,0.2452,20190103,20190327,20190327,20190328,人民币元,0.0001
10001670.SH,SSE,华夏上证50ETF期权1903认沽2.05,10000.0,OP510050.SH,ETF期权,P,欧式,2.05,201903,20190327,0.0189,20190103,20190327,20190327,20190328,人民币元,0.0001
10001671.SH,SSE,华夏上证50ETF期权1906认购2.05,10000.0,OP510050.SH,ETF期权,C,欧式,2.05,201906,20190626,0.2941,20190103,20190626,20190626,20190627,人民币元,0.0001
10001672.SH,SSE,华夏上证50ETF期权1906认沽2.05,10000.0,OP510050.SH,ETF期权,P,欧式,2.05,201906,20190626,0.0441,20190103,20190626,20190626,20190627,人民币元,0.0001
10001519.SH,SSE,华夏上证50ETF期权1906认购2.254,10202.0,OP510050.SH,ETF期权,C,欧式,2.254,201906,20190626,0.3687,20181029,20190626,20190626,20190627,人民币元,0.0001
10001520.SH,SSE,华夏上证50ETF期权1906认沽2.254,10202.0,OP510050.SH,ETF期权,P,欧式,2.254,201906,20190626,0.0962,20181029,20190626,20190626,20190627,人民币元,0.0001
10000853.SH,SSE,华夏上证50ETF期权1702认购2.50,10000.0,OP510050.SH,ETF期权,C,欧式,2.5,201702,20170222,0.0001,20170214,20170222,20170222,20170223,人民币元,0.0001
10000854.SH,SSE,华夏上证50ETF期权1702认沽2.50,10000.0,OP510050.SH,ETF期权,P,欧式,2.5,201702,20170222,0.122,20170214,20170222,20170222,20170223,人民币元,0.0001
10000855.SH,SSE,华夏上证50ETF期权1709认购2.50,10000.0,OP510050.SH,ETF期权,C,欧式,2.5,201709,20170927,0.0545,20170214,20170927,20170927,20170928,人民币元,0.0001
10000856.SH,SSE,华夏上证50ETF期权1709认沽2.50,10000.0,OP510050.SH,ETF期权,P,欧式,2.5,201709,20170927,0.1699,20170214,20170927,20170927,20170928,人民币元,0.0001
10000898.SH,SSE,华夏上证50ETF期权1712认沽2.16,10000.0,OP510050.SH,ETF期权,P,欧式,2.16,201712,20171227,0.0133,20170505,20171227,20171227,20171228,人民币元,0.0001
10000897.SH,SSE,华夏上证50ETF期权1712认购2.16,10000.0,OP510050.SH,ETF期权,C,欧式,2.16,201712,20171227,0.162,20170505,20171227,20171227,20171228,人民币元,0.0001
10001186.SH,SSE,华夏上证50ETF期权1806认沽3.30,10000.0,OP510050.SH,ETF期权,P,欧式,3.3,201806,20180627,0.367,20180108,20180627,20180627,20180628,人民币元,0.0001
10001185.SH,SSE,华夏上证50ETF期权1806认购3.30,10000.0,OP510050.SH,ETF期权,C,欧式,3.3,201806,20180627,0.0422,20180108,20180627,20180627,20180628,人民币元,0.0001
10001440.SH,SSE,华夏上证50ETF期权1903认沽2.205,10202.0,OP510050.SH,ETF期权,P,欧式,2.205,201903,20190327,0.0765,20180806,20190327,20190327,20190328,人民币元,0.0001
10001439.SH,SSE,华夏上证50ETF期权1903认购2.205,10202.0,OP510050.SH,ETF期权,C,欧式,2.205,201903,20190327,0.3144,20180806,20190327,20190327,20190328,人民币元,0.0001
10000844.SH,SSE,华夏上证50ETF期权1709认购2.30,10000.0,OP510050.SH,ETF期权,C,欧式,2.3,201709,20170927,0.1444,20170126,20170927,20170927,20170928,人民币元,0.0001
10000845.SH,SSE,华夏上证50ETF期权1709认购2.35,10000.0,OP510050.SH,ETF期权,C,欧式,2.35,201709,20170927,0.1195,20170126,20170927,20170927,20170928,人民币元,0.0001
10000846.SH,SSE,华夏上证50ETF期权1709认购2.40,10000.0,OP510050.SH,ETF期权,C,欧式,2.4,201709,20170927,0.0981,20170126,20170927,20170927,20170928,人民币元,0.0001
10000847.SH,SSE,华夏上证50ETF期权1709认购2.45,10000.0,OP510050.SH,ETF期权,C,欧式,2.45,201709,20170927,0.0797,20170126,20170927,20170927,20170928,人民币元,0.0001
10000848.SH,SSE,华夏上证50ETF期权1709认沽2.25,10000.0,OP510050.SH,ETF期权,P,欧式,2.25,201709,20170927,0.0525,20170126,20170927,20170927,20170928,人民币元,0.0001
10000843.SH,SSE,华夏上证50ETF期权1709认购2.25,10000.0,OP510050.SH,ETF期权,C,欧式,2.25,201709,20170927,0.1732,20170126,20170927,20170927,20170928,人民币元,0.0001
10000849.SH,SSE,华夏上证50ETF期权1709认沽2.30,10000.0,OP510050.SH,ETF期权,P,欧式,2.3,201709,20170927,0.0724,20170126,20170927,20170927,20170928,人民币元,0.0001
10000850.SH,SSE,华夏上证50ETF期权1709认沽2.35,10000.0,OP510050.SH,ETF期权,P,欧式,2.35,201709,20170927,0.0957,20170126,20170927,20170927,20170928,人民币元,0.0001
10000851.SH,SSE,华夏上证50ETF期权1709认沽2.40,10000.0,OP510050.SH,ETF期权,P,欧式,2.4,201709,20170927,0.1233,20170126,20170927,20170927,20170928,人民币元,0.0001
10000852.SH,SSE,华夏上证50ETF期权1709认沽2.45,10000.0,OP510050.SH,ETF期权,P,欧式,2.45,201709,20170927,0.1543,20170126,20170927,20170927,20170928,人民币元,0.0001
10000820.SH,SSE,华夏上证50ETF期权1703认沽2.25,10000.0,OP510050.SH,ETF期权,P,欧式,2.25,201703,20170322,0.0422,20161206,20170322,20170322,20170323,人民币元,0.0001
10000819.SH,SSE,华夏上证50ETF期权1703认购2.25,10000.0,OP510050.SH,ETF期权,C,欧式,2.25,201703,20170322,0.1614,20161206,20170322,20170322,20170323,人民币元,0.0001
10001045.SH,SSE,华夏上证50ETF期权1712认购2.946,10185.0,OP510050.SH,ETF期权,C,欧式,2.946,201712,20171227,0.0089,20171108,20171227,20171227,20171228,人民币元,0.0001
10001046.SH,SSE,华夏上证50ETF期权1712认沽2.946,10185.0,OP510050.SH,ETF期权,P,欧式,2.946,201712,20171227,0.125,20171108,20171227,20171227,20171228,人民币元,0.0001
10001047.SH,SSE,华夏上证50ETF期权1803认购2.946,10185.0,OP510050.SH,ETF期权,C,欧式,2.946,201803,20180328,0.0413,20171108,20180328,20180328,20180329,人民币元,0.0001
10001048.SH,SSE,华夏上证50ETF期权1803认沽2.946,10185.0,OP510050.SH,ETF期权,P,欧式,2.946,201803,20180328,0.125,20171108,20180328,20180328,20180329,人民币元,0.0001
10001049.SH,SSE,华夏上证50ETF期权1806认购2.946,10185.0,OP510050.SH,ETF期权,C,欧式,2.946,201806,20180627,0.0765,20171108,20180627,20180627,20180628,人民币元,0.0001
10001050.SH,SSE,华夏上证50ETF期权1806认沽2.946,10185.0,OP510050.SH,ETF期权,P,欧式,2.946,201806,20180627,0.135,20171108,20180627,20180627,20180628,人民币元,0.0001
10001043.SH,SSE,华夏上证50ETF期权1711认购3.00,10000.0,OP510050.SH,ETF期权,C,欧式,3.0,201711,20171122,0.0007,20171108,20171122,20171122,20171123,人民币元,0.0001
10001044.SH,SSE,华夏上证50ETF期权1711认沽3.00,10000.0,OP510050.SH,ETF期权,P,欧式,3.0,201711,20171122,0.125,20171108,20171122,20171122,20171123,人民币元,0.0001
10000815.SH,SSE,华夏上证50ETF期权1612认购2.25,10000.0,OP510050.SH,ETF期权,C,欧式,2.25,201612,20161228,0.1266,20161206,20161228,20161228,20161229,人民币元,0.0001
10000821.SH,SSE,华夏上证50ETF期权1706认购2.25,10000.0,OP510050.SH,ETF期权,C,欧式,2.25,201706,20170628,0.1968,20161206,20170628,20170628,20170629,人民币元,0.0001
10000817.SH,SSE,华夏上证50ETF期权1701认购2.25,10000.0,OP510050.SH,ETF期权,C,欧式,2.25,201701,20170125,0.1351,20161206,20170125,20170125,20170126,人民币元,0.0001
10000816.SH,SSE,华夏上证50ETF期权1612认沽2.25,10000.0,OP510050.SH,ETF期权,P,欧式,2.25,201612,20161228,0.0041,20161206,20161228,20161228,20161229,人民币元,0.0001
10000740.SH,SSE,华夏上证50ETF期权1706认沽2.397,10220.0,OP510050.SH,ETF期权,P,欧式,2.397,201706,20170628,0.1971,20161104,20170628,20170628,20170629,人民币元,0.0001
10000739.SH,SSE,华夏上证50ETF期权1706认购2.397,10220.0,OP510050.SH,ETF期权,C,欧式,2.397,201706,20170628,0.0588,20161104,20170628,20170628,20170629,人民币元,0.0001
10000738.SH,SSE,华夏上证50ETF期权1611认沽2.45,10000.0,OP510050.SH,ETF期权,P,欧式,2.45,201611,20161123,0.1273,20161104,20161123,20161123,20161124,人民币元,0.0001
10000737.SH,SSE,华夏上证50ETF期权1611认购2.45,10000.0,OP510050.SH,ETF期权,C,欧式,2.45,201611,20161123,0.0026,20161104,20161123,20161123,20161124,人民币元,0.0001
10001001.SH,SSE,华夏上证50ETF期权1710认购2.85,10000.0,OP510050.SH,ETF期权,C,欧式,2.85,201710,20171025,0.0322,20170828,20171025,20171025,20171026,人民币元,0.0001
10001002.SH,SSE,华夏上证50ETF期权1710认沽2.85,10000.0,OP510050.SH,ETF期权,P,欧式,2.85,201710,20171025,0.1086,20170828,20171025,20171025,20171026,人民币元,0.0001
10000613.SH,SSE,华夏上证50ETF期权1605认购2.30,10000.0,OP510050.SH,ETF期权,C,欧式,2.3,201605,20160525,0.0447,20160406,20160525,20160525,20160526,人民币元,0.0001
10000614.SH,SSE,华夏上证50ETF期权1605认沽2.30,10000.0,OP510050.SH,ETF期权,P,欧式,2.3,201605,20160525,0.1775,20160406,20160525,20160525,20160526,人民币元,0.0001
10000893.SH,SSE,华夏上证50ETF期权1712认沽2.258,10000.0,OP510050.SH,ETF期权,P,欧式,2.258,201712,20171227,0.0482,20170427,20171227,20171227,20171228,人民币元,0.0001
10000894.SH,SSE,华夏上证50ETF期权1712认沽2.307,10000.0,OP510050.SH,ETF期权,P,欧式,2.307,201712,20171227,0.0756,20170427,20171227,20171227,20171228,人民币元,0.0001
10000895.SH,SSE,华夏上证50ETF期权1712认沽2.356,10000.0,OP510050.SH,ETF期权,P,欧式,2.356,201712,20171227,0.1076,20170427,20171227,20171227,20171228,人民币元,0.0001
10000599.SH,SSE,华夏上证50ETF期权1609认购2.30,10000.0,OP510050.SH,ETF期权,C,欧式,2.3,201609,20160928,0.1207,20160322,20160928,20160928,20160929,人民币元,0.0001
10000600.SH,SSE,华夏上证50ETF期权1609认沽2.30,10000.0,OP510050.SH,ETF期权,P,欧式,2.3,201609,20160928,0.2723,20160322,20160928,20160928,20160929,人民币元,0.0001
10000598.SH,SSE,华夏上证50ETF期权1604认沽2.30,10000.0,OP510050.SH,ETF期权,P,欧式,2.3,201604,20160427,0.1541,20160322,20160427,20160427,20160428,人民币元,0.0001
10000597.SH,SSE,华夏上证50ETF期权1604认购2.30,10000.0,OP510050.SH,ETF期权,C,欧式,2.3,201604,20160427,0.0433,20160322,20160427,20160427,20160428,人民币元,0.0001
10000602.SH,SSE,华夏上证50ETF期权1605认购2.10,10000.0,OP510050.SH,ETF期权,C,欧式,2.1,201605,20160525,0.1435,20160324,20160525,20160525,20160526,人民币元,0.0001
10000603.SH,SSE,华夏上证50ETF期权1605认购2.15,10000.0,OP510050.SH,ETF期权,C,欧式,2.15,201605,20160525,0.1173,20160324,20160525,20160525,20160526,人民币元,0.0001
10000608.SH,SSE,华夏上证50ETF期权1605认沽2.15,10000.0,OP510050.SH,ETF期权,P,欧式,2.15,201605,20160525,0.1081,20160324,20160525,20160525,20160526,人民币元,0.0001
10000605.SH,SSE,华夏上证50ETF期权1605认购2.25,10000.0,OP510050.SH,ETF期权,C,欧式,2.25,201605,20160525,0.0785,20160324,20160525,20160525,20160526,人民币元,0.0001
10000601.SH,SSE,华夏上证50ETF期权1605认购2.05,10000.0,OP510050.SH,ETF期权,C,欧式,2.05,201605,20160525,0.1716,20160324,20160525,20160525,20160526,人民币元,0.0001
10000607.SH,SSE,华夏上证50ETF期权1605认沽2.10,10000.0,OP510050.SH,ETF期权,P,欧式,2.1,201605,20160525,0.0846,20160324,20160525,20160525,20160526,人民币元,0.0001
10000606.SH,SSE,华夏上证50ETF期权1605认沽2.05,10000.0,OP510050.SH,ETF期权,P,欧式,2.05,201605,20160525,0.0657,20160324,20160525,20160525,20160526,人民币元,0.0001
10000604.SH,SSE,华夏上证50ETF期权1605认购2.20,10000.0,OP510050.SH,ETF期权,C,欧式,2.2,201605,20160525,0.095,20160324,20160525,20160525,20160526,人民币元,0.0001
10000609.SH,SSE,华夏上证50ETF期权1605认沽2.20,10000.0,OP510050.SH,ETF期权,P,欧式,2.2,201605,20160525,0.1369,20160324,20160525,20160525,20160526,人民币元,0.0001
10000610.SH,SSE,华夏上证50ETF期权1605认沽2.25,10000.0,OP510050.SH,ETF期权,P,欧式,2.25,201605,20160525,0.1674,20160324,20160525,20160525,20160526,人民币元,0.0001
10000529.SH,SSE,华夏上证50ETF期权1606认购2.05,10000.0,OP510050.SH,ETF期权,C,欧式,2.05,201606,20160622,0.1894,20160112,20160622,20160622,20160623,人民币元,0.0001
10000527.SH,SSE,华夏上证50ETF期权1602认购2.05,10000.0,OP510050.SH,ETF期权,C,欧式,2.05,201602,20160224,0.1378,20160112,20160224,20160224,20160225,人民币元,0.0001
10000528.SH,SSE,华夏上证50ETF期权1602认沽2.05,10000.0,OP510050.SH,ETF期权,P,欧式,2.05,201602,20160224,0.0898,20160112,20160224,20160224,20160225,人民币元,0.0001
10000530.SH,SSE,华夏上证50ETF期权1606认沽2.05,10000.0,OP510050.SH,ETF期权,P,欧式,2.05,201606,20160622,0.1926,20160112,20160622,20160622,20160623,人民币元,0.0001
10000526.SH,SSE,华夏上证50ETF期权1601认沽2.05,10000.0,OP510050.SH,ETF期权,P,欧式,2.05,201601,20160127,0.0495,20160112,20160127,20160127,20160128,人民币元,0.0001
10000525.SH,SSE,华夏上证50ETF期权1601认购2.05,10000.0,OP510050.SH,ETF期权,C,欧式,2.05,201601,20160127,0.1143,20160112,20160127,20160127,20160128,人民币元,0.0001
10000579.SH,SSE,华夏上证50ETF期权1604认购2.15,10000.0,OP510050.SH,ETF期权,C,欧式,2.15,201604,20160427,0.0412,20160225,20160427,20160427,20160428,人民币元,0.0001
10000582.SH,SSE,华夏上证50ETF期权1604认沽2.05,10000.0,OP510050.SH,ETF期权,P,欧式,2.05,201604,20160427,0.1259,20160225,20160427,20160427,20160428,人民币元,0.0001
10000581.SH,SSE,华夏上证50ETF期权1604认沽2.00,10000.0,OP510050.SH,ETF期权,P,欧式,2.0,201604,20160427,0.0971,20160225,20160427,20160427,20160428,人民币元,0.0001
10000584.SH,SSE,华夏上证50ETF期权1604认沽2.15,10000.0,OP510050.SH,ETF期权,P,欧式,2.15,201604,20160427,0.1999,20160225,20160427,20160427,20160428,人民币元,0.0001
10000577.SH,SSE,华夏上证50ETF期权1604认购2.05,10000.0,OP510050.SH,ETF期权,C,欧式,2.05,201604,20160427,0.0701,20160225,20160427,20160427,20160428,人民币元,0.0001
10000578.SH,SSE,华夏上证50ETF期权1604认购2.10,10000.0,OP510050.SH,ETF期权,C,欧式,2.1,201604,20160427,0.0545,20160225,20160427,20160427,20160428,人民币元,0.0001
10000576.SH,SSE,华夏上证50ETF期权1604认购2.00,10000.0,OP510050.SH,ETF期权,C,欧式,2.0,201604,20160427,0.0909,20160225,20160427,20160427,20160428,人民币元,0.0001
10000583.SH,SSE,华夏上证50ETF期权1604认沽2.10,10000.0,OP510050.SH,ETF期权,P,欧式,2.1,201604,20160427,0.158,20160225,20160427,20160427,20160428,人民币元,0.0001
10000575.SH,SSE,华夏上证50ETF期权1604认购1.95,10000.0,OP510050.SH,ETF期权,C,欧式,1.95,201604,20160427,0.114,20160225,20160427,20160427,20160428,人民币元,0.0001
10000580.SH,SSE,华夏上证50ETF期权1604认沽1.95,10000.0,OP510050.SH,ETF期权,P,欧式,1.95,201604,20160427,0.0726,20160225,20160427,20160427,20160428,人民币元,0.0001
10000611.SH,SSE,华夏上证50ETF期权1605认购2.00,10000.0,OP510050.SH,ETF期权,C,欧式,2.0,201605,20160525,0.1605,20160329,20160525,20160525,20160526,人民币元,0.0001
