,ts_code,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi,per_unit,call_put,exercise_price,maturity_date,s_month,equities_close,maturity_time,iv,value,vega
1779,10001439.SH,20190116,SSE,0.196,0.196,0.1945,0.1994,0.1884,0.1971,0.1964,0.0331,655845.77,2236.0,10202.0,1,2.205,20190327,201903,2.374,0.1917808219178082,0.21016144057763925,0.1484930484932534,0.6772184087688312
1780,10001519.SH,20190116,SSE,0.2049,0.2049,0.1998,0.2056,0.1991,0.203,0.2004,0.0076,155700.88,1139.0,10202.0,1,2.254,20190626,201906,2.374,0.4410958904109589,0.21048260492526766,0.14125645168605594,1.058782459671239
1781,10001540.SH,20190116,SSE,0.1332,0.1332,0.134,0.1427,0.1276,0.13,0.1305,0.1586,2167243.51,1076.0,10202.0,-1,2.5,20190123,201901,2.374,0.019178082191780823,0.28807267352246035,0.07907616412164442,0.15771593967408679
1782,10001656.SH,20190116,SSE,0.0021,0.0021,0.0022,0.0022,0.0011,0.0014,0.0014,0.2895,47624.0,16573.0,10000.0,-1,2.1,20190227,201902,2.374,0.11506849315068493,0.18776636863257334,-0.06280731629562963,0.5473741304795495
1783,10001578.SH,20190116,SSE,0.2812,0.2812,0.2865,0.2912,0.2773,0.2787,0.2787,0.0967,2741416.0,1224.0,10000.0,-1,2.65,20190123,201901,2.374,0.019178082191780823,0.47531669789714737,0.1666270859178971,0.14717910284716254
1784,10001605.SH,20190116,SSE,0.0376,0.0376,0.0361,0.0377,0.0327,0.033,0.033,0.1468,519548.0,2449.0,10000.0,1,2.65,20190626,201906,2.374,0.4410958904109589,0.18483659748887032,-0.01367675647550537,0.41636539598611977
1785,10001585.SH,20190116,SSE,0.0219,0.0219,0.0197,0.0218,0.0192,0.0192,0.0192,0.4143,832570.0,11713.0,10000.0,1,2.55,20190327,201903,2.374,0.1917808219178082,0.17712746292299358,-0.02590519507159672,0.41820497002112744
1786,10001520.SH,20190116,SSE,0.0546,0.0545,0.0565,0.0567,0.0513,0.0523,0.0523,0.021,115211.19,1965.0,10202.0,-1,2.254,20190626,201906,2.374,0.4410958904109589,0.17167575387468675,0.011907857178721226,1.058782459671239
1787,10001580.SH,20190116,SSE,0.1248,0.1248,0.1211,0.1261,0.1158,0.1235,0.1235,0.1441,1762913.0,7532.0,10000.0,1,2.3,20190327,201903,2.374,0.1917808219178082,0.19220948615559952,0.08482953525538584,0.6039972405242697
1788,10001650.SH,20190116,SSE,0.1389,0.138,0.1355,0.1422,0.13,0.1385,0.1387,0.4341,5940964.0,6882.0,10000.0,1,2.25,20190227,201902,2.374,0.11506849315068493,0.1694205843975839,0.10453950185691241,0.47679108758760885
1789,10001532.SH,20190116,SSE,0.0007,0.0007,0.0007,0.0008,0.0003,0.0004,0.0004,0.10099999999999999,5794.74,8412.0,10202.0,1,2.549,20190123,201901,2.374,0.019178082191780823,0.23384895697428337,-0.06780744614863954,0.15419774454379906
1790,10001574.SH,20190116,SSE,0.0872,0.0872,0.0875,0.0957,0.0804,0.0833,0.0833,2.0438,17819864.0,17295.0,10000.0,-1,2.45,20190123,201901,2.374,0.019178082191780823,0.2439821405529763,0.05197100410601352,0.1613828174320456
1791,10001572.SH,20190116,SSE,0.0205,0.0205,0.0205,0.0237,0.0155,0.0164,0.0164,14.1863,26832232.0,131158.0,10000.0,-1,2.35,20190123,201901,2.374,0.019178082191780823,0.2059957204775259,0.0010897965267602228,0.16895078927849266
1792,10001505.SH,20190116,SSE,0.0778,0.0782,0.075,0.0778,0.0725,0.0727,0.0728,0.0295,223256.49,1857.0,10202.0,1,2.5,20190626,201906,2.374,0.4410958904109589,0.18951983327472727,0.016957520442756002,0.6364759457190353
1793,10001438.SH,20190116,SSE,0.0282,0.0282,0.0291,0.0304,0.0244,0.0254,0.0254,0.1727,485702.94,3818.0,10202.0,-1,2.254,20190327,201903,2.374,0.1917808219178082,0.1757380382391247,-0.009936995088595246,0.6395646281455492
1794,10001582.SH,20190116,SSE,0.0677,0.0677,0.0658,0.0683,0.0617,0.0649,0.0649,0.4192,2724042.0,9687.0,10000.0,1,2.4,20190327,201903,2.374,0.1917808219178082,0.18064548671854974,0.030932117355780386,0.5272806858269646
1795,10001521.SH,20190116,SSE,0.24,0.24,0.2345,0.2396,0.2313,0.2374,0.2357,0.0137,330429.52,1658.0,10202.0,1,2.205,20190626,201906,2.374,0.4410958904109589,0.21509545959558557,0.1781201324833146,1.139057997400735
1796,10001542.SH,20190116,SSE,0.2302,0.2302,0.2325,0.2373,0.2237,0.2261,0.2261,0.081,1902101.69,549.0,10202.0,-1,2.5980000000000003,20190123,201901,2.374,0.019178082191780823,0.38936444127557457,0.13525188762142215,0.15075365912357516
1797,10001470.SH,20190116,SSE,0.424,0.4107,0.4153,0.42,0.4046,0.4081,0.42,0.0555,2321846.65,4365.0,10202.0,-1,2.7939999999999996,20190327,201903,2.374,0.1917808219178082,7.888609052210118e-31,0.3456922196010783,0.2688447589828746
1798,10001506.SH,20190116,SSE,0.0622,0.0622,0.0601,0.0618,0.0568,0.0571,0.0571,0.0487,294837.8,2048.0,10202.0,1,2.549,20190626,201906,2.374,0.4410958904109589,0.18795082847298028,0.003807883895378561,0.5591995326103755
1799,10001621.SH,20190116,SSE,0.0289,0.0289,0.027999999999999997,0.0288,0.025,0.025,0.025,0.0995,269626.0,5690.0,10000.0,1,2.7,20190626,201906,2.374,0.4410958904109589,0.18458983938645046,-0.018433122336856345,0.35496350923789893
1800,10001592.SH,20190116,SSE,0.1131,0.1131,0.114,0.1177,0.1057,0.1084,0.1086,0.1039,1164213.0,3051.0,10000.0,-1,2.45,20190327,201903,2.374,0.1917808219178082,0.15920787999630664,0.08008331231486254,0.4898556695770597
1801,10001612.SH,20190116,SSE,0.2,0.1986,0.2062,0.21,0.1971,0.1971,0.1971,0.0135,274540.0,820.0,10000.0,-1,2.55,20190626,201906,2.374,0.4410958904109589,0.14353520811411025,0.16762572615805493,0.5576716643236035
1802,10001610.SH,20190116,SSE,0.1397,0.1387,0.1429,0.1437,0.135,0.1361,0.1361,0.0222,307049.0,541.0,10000.0,-1,2.45,20190626,201906,2.374,0.4410958904109589,0.15808814121222903,0.09897956431961963,0.7195057435332475
1803,10001587.SH,20190116,SSE,0.01,0.01,0.0096,0.0098,0.0079,0.0083,0.0083,0.3054,260679.0,15249.0,10000.0,1,2.65,20190327,201903,2.374,0.1917808219178082,0.18345280835622024,-0.04968923701281169,0.3521473004565432
1804,10001653.SH,20190116,SSE,0.0431,0.0431,0.0428,0.0444,0.0375,0.0415,0.0415,2.1024,8673499.0,32979.0,10000.0,1,2.4,20190227,201902,2.374,0.11506849315068493,0.1621720466567272,0.020666764508073143,0.40712741591302964
1805,10001622.SH,20190116,SSE,0.332,0.3171,0.3223,0.3248,0.3139,0.3166,0.3282,0.0158,505394.0,1692.0,10000.0,-1,2.7,20190626,201906,2.374,0.4410958904109589,0.11315479422159194,0.29430101214031357,0.35496350923789893
1806,10001657.SH,20190116,SSE,0.004,0.004,0.0042,0.0045,0.0027,0.0032,0.0032,0.669,239049.0,19662.0,10000.0,-1,2.15,20190227,201902,2.374,0.11506849315068493,0.18373443464705203,-0.051921335921334744,0.5239698936808523
1807,10001501.SH,20190116,SSE,0.1737,0.1737,0.171,0.1719,0.166,0.16899999999999998,0.1684,0.0218,376637.44,1019.0,10202.0,1,2.303,20190626,201906,2.374,0.4410958904109589,0.20237174677447378,0.10829289749890814,0.9750282021118835
1808,10001651.SH,20190116,SSE,0.1008,0.1008,0.1008,0.1034,0.09300000000000001,0.0998,0.0998,0.995,9827989.0,14397.0,10000.0,1,2.3,20190227,201902,2.374,0.11506849315068493,0.16774815959052103,0.07383704224442011,0.45329745183384895
1809,10001590.SH,20190116,SSE,0.0599,0.0599,0.06,0.0632,0.054000000000000006,0.0557,0.0557,0.35,2040703.0,7506.0,10000.0,-1,2.35,20190327,201903,2.374,0.1917808219178082,0.16771038833386548,0.027760897078765945,0.5654288240881852
1810,10001662.SH,20190116,SSE,0.0707,0.0707,0.0711,0.0748,0.062,0.0653,0.0653,1.1338,7681839.0,11629.0,10000.0,-1,2.4,20190227,201902,2.374,0.11506849315068493,0.164020851801431,0.04387998248010927,0.40712741591302964
1811,10001581.SH,20190116,SSE,0.0937,0.0937,0.0909,0.0945,0.0868,0.0916,0.0916,0.361,3279529.0,8391.0,10000.0,1,2.35,20190327,201903,2.374,0.1917808219178082,0.18605716911786763,0.05620881751422169,0.5654288240881852
1812,10001635.SH,20190116,SSE,0.2435,0.2435,0.239,0.2468,0.2351,0.2445,0.2445,0.028999999999999998,700000.0,2915.0,10000.0,1,2.15,20190327,201903,2.374,0.1917808219178082,0.22158007502034827,0.19079037785466135,0.7187674098335258
1813,10001584.SH,20190116,SSE,0.0324,0.0324,0.03,0.0325,0.028999999999999998,0.0301,0.0301,0.4749,1447489.0,13374.0,10000.0,1,2.5,20190327,201903,2.374,0.1917808219178082,0.178409616692158,-0.009975837744688576,0.4534208757311189
1814,10001518.SH,20190116,SSE,0.326,0.3138,0.3183,0.3211,0.3095,0.3134,0.322,0.0175,562133.26,1071.0,10202.0,-1,2.696,20190626,201906,2.374,0.4410958904109589,0.11635166713018769,0.29063789418054387,0.3596384764911152
1815,10001430.SH,20190116,SSE,0.1862,0.1855,0.1886,0.192,0.1786,0.1809,0.1813,0.0249,474348.11,2727.0,10202.0,-1,2.549,20190327,201903,2.374,0.1917808219178082,0.14588412269825696,0.14417586417901784,0.41889605427822524
1816,10001620.SH,20190116,SSE,0.332,0.3211,0.3307,0.3307,0.3168,0.3175,0.3282,0.0398,1282804.0,1831.0,10000.0,-1,2.7,20190327,201903,2.374,0.1917808219178082,7.888609052210118e-31,0.2622203453106864,0.3215678123174608
1817,10001634.SH,20190116,SSE,0.0003,0.0003,0.0004,0.0005,0.0002,0.0002,0.0002,0.2694,7587.0,62323.0,10000.0,-1,2.15,20190123,201901,2.374,0.019178082191780823,0.2903713906112141,-0.08635977956333352,0.18502162059160357
1818,10001608.SH,20190116,SSE,0.0898,0.0898,0.0898,0.0924,0.0855,0.0872,0.0872,0.0763,673878.0,4666.0,10000.0,-1,2.35,20190626,201906,2.374,0.4410958904109589,0.16639853965879914,0.04632931839203214,0.8929712067373182
1819,10001602.SH,20190116,SSE,0.0778,0.0778,0.0752,0.0779,0.0722,0.0728,0.0728,0.1286,956872.0,4099.0,10000.0,1,2.5,20190626,201906,2.374,0.4410958904109589,0.18968751632582653,0.016957520442756002,0.6364759457190353
1820,10001659.SH,20190116,SSE,0.0154,0.0154,0.0157,0.0168,0.0115,0.0123,0.0123,1.555,2174706.0,30984.0,10000.0,-1,2.25,20190227,201902,2.374,0.11506849315068493,0.17063811965757536,-0.02190247160979919,0.47679108758760885
1821,10001627.SH,20190116,SSE,0.2002,0.1998,0.1895,0.204,0.1895,0.2013,0.2007,0.0408,813536.0,2491.0,10000.0,1,2.2,20190327,201903,2.374,0.1917808219178082,0.21120257495798855,0.15217683194968346,0.6810337081975992
1822,10001419.SH,20190116,SSE,0.0471,0.0479,0.0461,0.048,0.0432,0.0451,0.0447,0.309,1433152.48,8084.0,10202.0,1,2.45,20190327,201903,2.374,0.1917808219178082,0.17950979282477958,0.008914059736069735,0.4898556695770597
1823,10001432.SH,20190116,SSE,0.27699999999999997,0.2702,0.2762,0.2787,0.2675,0.2688,0.273,0.0123,343063.67,2099.0,10202.0,-1,2.647,20190327,201903,2.374,0.1917808219178082,0.12606782220892715,0.21829531362609478,0.35403612877103113
1824,10001529.SH,20190116,SSE,0.0148,0.0148,0.0145,0.015,0.0106,0.0131,0.0131,1.0597,1431211.03,13472.0,10202.0,1,2.401,20190123,201901,2.374,0.019178082191780823,0.18259401503454464,-6.164198030855772e-05,0.1650520416562103
1825,10001579.SH,20190116,SSE,0.1607,0.1607,0.1522,0.1633,0.1522,0.1599,0.1599,0.0686,1087307.0,2102.0,10000.0,1,2.25,20190327,201903,2.374,0.1917808219178082,0.19899812370277448,0.11682730162303301,0.6426518440769647
1826,10001606.SH,20190116,SSE,0.0535,0.0535,0.0551,0.055999999999999994,0.0504,0.0521,0.0521,0.2947,1558279.0,10940.0,10000.0,-1,2.25,20190626,201906,2.374,0.4410958904109589,0.1737382366258598,0.010809690394850024,1.065488069218124
1827,10001433.SH,20190116,SSE,0.326,0.3185,0.3218,0.3245,0.311,0.311,0.322,0.0117,380007.16,1947.0,10202.0,-1,2.696,20190327,201903,2.374,0.1917808219178082,7.888609052210118e-31,0.2588201962869001,0.3239506767857245
1828,10001435.SH,20190116,SSE,0.1231,0.1231,0.1181,0.1238,0.1155,0.1218,0.1212,0.0367,448196.3,1318.0,10202.0,1,2.303,20190327,201903,2.374,0.1917808219178082,0.19274422690413562,0.08301711707829251,0.6016772414946766
1829,10001502.SH,20190116,SSE,0.1448,0.1448,0.1407,0.145,0.138,0.1398,0.1394,0.0134,192094.48,1185.0,10202.0,1,2.352,20190626,201906,2.374,0.4410958904109589,0.19794297357900387,0.0794240771453929,0.8894649787859908
1830,10001441.SH,20190116,SSE,0.2378,0.2378,0.2321,0.2418,0.2295,0.2396,0.2391,0.0362,874718.46,6565.0,10202.0,1,2.156,20190327,201903,2.374,0.1917808219178082,0.22199051398862402,0.1859888461240624,0.714286221657658
1831,10001562.SH,20190116,SSE,0.0755,0.0755,0.075,0.0783,0.066,0.0746,0.0746,8.5724,62824692.0,65094.0,10000.0,1,2.3,20190123,201901,2.374,0.019178082191780823,0.10524774332470241,0.05181178179505852,0.17285206449615678
1832,10001670.SH,20190116,SSE,0.0044,0.0044,0.0045,0.0048,0.0037,0.0037,0.0037,0.3474,142580.0,7120.0,10000.0,-1,2.05,20190327,201903,2.374,0.1917808219178082,0.20168882913951414,-0.05016106088856154,0.7907686177980527
1833,10001418.SH,20190116,SSE,0.0676,0.0676,0.0648,0.0678,0.062,0.0651,0.0649,0.0701,462728.03,5147.0,10202.0,1,2.401,20190327,201903,2.374,0.1917808219178082,0.18218777084200982,0.030460187017040896,0.526524147605803
1834,10001510.SH,20190116,SSE,0.0704,0.0703,0.0726,0.073,0.0672,0.0682,0.0688,0.0229,161793.52,2050.0,10202.0,-1,2.303,20190626,201906,2.374,0.4410958904109589,0.1684418901297191,0.0275139301670011,0.9750282021118835
1835,10001646.SH,20190116,SSE,0.0209,0.021,0.0205,0.0222,0.0188,0.0202,0.0202,0.3825,766503.0,7728.0,10000.0,-1,2.1,20190626,201906,2.374,0.4410958904109589,0.18192811757051708,-0.013436646769304561,1.292377138385482
1836,10001420.SH,20190116,SSE,0.0324,0.0328,0.0316,0.0327,0.0293,0.03,0.0301,0.258,804386.89,7793.0,10202.0,1,2.5,20190327,201903,2.374,0.1917808219178082,0.17812060913062577,-0.009975837744688576,0.4534208757311189
1837,10001533.SH,20190116,SSE,0.0004,0.0005,0.0004,0.0005,0.0002,0.0003,0.0002,0.0285,1123.24,9201.0,10202.0,1,2.5980000000000003,20190123,201901,2.374,0.019178082191780823,0.2764359007528484,-0.08820705432803888,0.15075365912357516
1838,10001593.SH,20190116,SSE,0.1479,0.1479,0.15,0.1541,0.1402,0.1427,0.1432,0.0664,978707.0,1918.0,10000.0,-1,2.5,20190327,201903,2.374,0.1917808219178082,0.15339779744284354,0.1110020013412285,0.4534208757311189
1839,10001517.SH,20190116,SSE,0.27699999999999997,0.2771,0.2803,0.2808,0.2696,0.2738,0.2738,0.0163,456800.67,623.0,10202.0,-1,2.647,20190626,201906,2.374,0.4410958904109589,0.1354545854186151,0.2468809735423867,0.42025278778342334
1840,10001429.SH,20190116,SSE,0.1479,0.1486,0.1535,0.1538,0.1401,0.1433,0.1432,0.0344,517592.35,2006.0,10202.0,-1,2.5,20190327,201903,2.374,0.1917808219178082,0.1552535405699757,0.1110020013412285,0.4534208757311189
1841,10001528.SH,20190116,SSE,0.037000000000000005,0.037000000000000005,0.0361,0.0383,0.0297,0.0356,0.0356,1.5497,5487121.22,9223.0,10202.0,1,2.352,20190123,201901,2.374,0.019178082191780823,0.17337926083971833,0.02450926304509471,0.16879636395478712
1842,10001504.SH,20190116,SSE,0.09699999999999999,0.0985,0.0939,0.09699999999999999,0.0918,0.0918,0.0905,0.0371,355213.24,2632.0,10202.0,1,2.45,20190626,201906,2.374,0.4410958904109589,0.19154947137664152,0.034049650125243636,0.7195057435332475
1843,10001598.SH,20190116,SSE,0.1754,0.1754,0.1658,0.1761,0.1657,0.1701,0.1701,0.121,2070419.0,2347.0,10000.0,1,2.3,20190626,201906,2.374,0.4410958904109589,0.20132704141214885,0.11019468227641327,0.9802251896350682
1844,10001673.SH,20190116,SSE,0.0063,0.0063,0.006,0.0065,0.005,0.0052,0.0052,0.4373,243865.0,15008.0,10000.0,1,2.55,20190227,201902,2.374,0.11506849315068493,0.1533976431141696,-0.039606878134444745,0.34143401928521433
1845,10001597.SH,20190116,SSE,0.2081,0.2074,0.2024,0.209,0.2015,0.2034,0.2032,0.0163,333319.0,1471.0,10000.0,1,2.25,20190626,201906,2.374,0.4410958904109589,0.20668901620434238,0.14412315242670926,1.065488069218124
1846,10001647.SH,20190116,SSE,0.2736,0.2736,0.2682,0.2808,0.2647,0.27699999999999997,0.27699999999999997,0.0591,1609180.0,3022.0,10000.0,1,2.1,20190227,201902,2.374,0.11506849315068493,0.1753453269555138,0.21328984860983002,0.5473741304795495
1847,10001599.SH,20190116,SSE,0.146,0.146,0.1426,0.1457,0.1395,0.1405,0.1405,0.1072,1523092.0,3128.0,10000.0,1,2.35,20190626,201906,2.374,0.4410958904109589,0.19741693859255655,0.08052109231077353,0.8929712067373182
1848,10001530.SH,20190116,SSE,0.0047,0.005,0.0048,0.0049,0.0032,0.0039,0.0039,0.8244,350584.59,23871.0,10202.0,1,2.45,20190123,201901,2.374,0.019178082191780823,0.19405498966226425,-0.023544694081281126,0.1613828174320456
1849,10001633.SH,20190116,SSE,0.22,0.2179,0.2146,0.2239,0.2078,0.22,0.22399999999999998,0.2916,6306568.0,6047.0,10000.0,1,2.15,20190123,201901,2.374,0.019178082191780823,7.888609052210118e-31,0.13800947582133039,0.18502162059160357
1850,10001660.SH,20190116,SSE,0.0287,0.0287,0.0281,0.0298,0.0224,0.0238,0.0238,1.9004,4927404.0,37258.0,10000.0,-1,2.3,20190227,201902,2.374,0.11506849315068493,0.1698281550740765,-0.002719867409375798,0.45329745183384895
1851,10001561.SH,20190116,SSE,0.1201,0.1201,0.1195,0.1253,0.11,0.1216,0.124,2.0285,24115111.0,21140.0,10000.0,1,2.25,20190123,201901,2.374,0.019178082191780823,7.888609052210118e-31,0.07929254398943653,0.17683131239902358
1852,10001431.SH,20190116,SSE,0.2302,0.2276,0.2303,0.2331,0.2217,0.2244,0.2261,0.0259,602686.21,1110.0,10202.0,-1,2.5980000000000003,20190327,201903,2.374,0.1917808219178082,0.144402032135099,0.18000834473702065,0.38572038806552356
1853,10001434.SH,20190116,SSE,0.375,0.3676,0.3691,0.3698,0.3569,0.3603,0.371,0.0134,496052.87,4446.0,10202.0,-1,2.745,20190327,201903,2.374,0.1917808219178082,7.888609052210118e-31,0.3013602709394252,0.29553868661805177
1854,10001577.SH,20190116,SSE,0.2312,0.2311,0.2362,0.2422,0.2257,0.2288,0.2288,0.106,2472374.0,989.0,10000.0,-1,2.6,20190123,201901,2.374,0.019178082191780823,0.41133181423032705,0.13643898693827428,0.1506146502087154
1855,10001515.SH,20190116,SSE,0.2,0.2,0.2067,0.2086,0.195,0.195,0.195,0.024,497829.03,610.0,10202.0,-1,2.549,20190626,201906,2.374,0.4410958904109589,0.1408890705635381,0.1668682693217407,0.5591995326103755
1856,10001607.SH,20190116,SSE,0.0698,0.0695,0.0718,0.0721,0.066,0.0679,0.0679,0.1598,1093204.0,5761.0,10000.0,-1,2.3,20190626,201906,2.374,0.4410958904109589,0.16995241767003894,0.026442064301112622,0.9802251896350682
1857,10001643.SH,20190116,SSE,0.2888,0.2888,0.2833,0.2938,0.2833,0.2904,0.2904,0.0416,1199295.0,1473.0,10000.0,1,2.1,20190327,201903,2.374,0.1917808219178082,0.23678641719173749,0.23251594808831344,0.7554711819655193
1858,10001638.SH,20190116,SSE,0.0291,0.0291,0.0304,0.0306,0.0268,0.027999999999999997,0.027999999999999997,0.1978,554214.0,4718.0,10000.0,-1,2.15,20190626,201906,2.374,0.4410958904109589,0.17842787905819535,-0.008705199558880716,1.2230885525471513
1859,10001642.SH,20190116,SSE,0.0002,0.0002,0.0002,0.0003,0.0001,0.0002,0.0002,0.1379,2368.0,45781.0,10000.0,-1,2.1,20190123,201901,2.374,0.019178082191780823,0.35101633966630164,-0.10503510189737242,0.18923092342555858
1860,10001513.SH,20190116,SSE,0.1397,0.1391,0.14300000000000002,0.14300000000000002,0.1355,0.1366,0.1361,0.0151,214099.17,879.0,10202.0,-1,2.45,20190626,201906,2.374,0.4410958904109589,0.1589034799380929,0.09897956431961963,0.7195057435332475
1861,10001531.SH,20190116,SSE,0.0017,0.0019,0.0018,0.0018,0.001,0.0011,0.0011,0.5154,66449.71,10686.0,10202.0,1,2.5,20190123,201901,2.374,0.019178082191780823,0.2105164252423441,-0.04642035966097646,0.15771593967408679
1862,10001427.SH,20190116,SSE,0.0844,0.0844,0.0868,0.08800000000000001,0.0774,0.0793,0.0796,0.040999999999999995,344471.55,2271.0,10202.0,-1,2.401,20190327,201903,2.374,0.1917808219178082,0.16240867818452376,0.052817024818851976,0.526524147605803
1863,10001563.SH,20190116,SSE,0.0374,0.0374,0.0367,0.0393,0.0305,0.0367,0.0367,14.3352,51139787.0,109620.0,10000.0,1,2.35,20190123,201901,2.374,0.019178082191780823,0.17159911827695756,0.025535749530118057,0.16895078927849266
1864,10001636.SH,20190116,SSE,0.0111,0.0111,0.0116,0.0121,0.0091,0.0093,0.0093,0.4803,511795.0,9042.0,10000.0,-1,2.15,20190327,201903,2.374,0.1917808219178082,0.18507897164250225,-0.03689188860929127,0.7187674098335258
1865,10001630.SH,20190116,SSE,0.0401,0.0401,0.0401,0.042,0.0376,0.039,0.039,0.1763,687874.0,9908.0,10000.0,-1,2.2,20190626,201906,2.374,0.4410958904109589,0.17685428739611542,-0.0007851607227987722,1.1469906641690868
1866,10001514.SH,20190116,SSE,0.17,0.17,0.17300000000000001,0.1735,0.1662,0.1662,0.1669,0.0152,262265.87,504.0,10202.0,-1,2.5,20190626,201906,2.374,0.4410958904109589,0.15375113223401343,0.13144827869369102,0.6364759457190353
1867,10001661.SH,20190116,SSE,0.047,0.047,0.0463,0.0489,0.0387,0.0411,0.0411,3.082,13416495.0,42553.0,10000.0,-1,2.35,20190227,201902,2.374,0.11506849315068493,0.16730636817753342,0.019224545468605747,0.4300383321438465
1868,10001626.SH,20190116,SSE,0.0009,0.001,0.001,0.0011,0.0005,0.0005,0.0003,1.1747,87478.0,71209.0,10000.0,-1,2.2,20190123,201901,2.374,0.019178082191780823,0.25968317705085564,-0.06637498441347156,0.1808880738808367
1869,10001507.SH,20190116,SSE,0.0493,0.0493,0.0472,0.0484,0.0441,0.0444,0.0444,0.0627,297731.09,1602.0,10202.0,1,2.5980000000000003,20190626,201906,2.374,0.4410958904109589,0.18692040560842332,-0.0061475834423427855,0.4869060965141196
1870,10001645.SH,20190116,SSE,0.3231,0.3232,0.3174,0.3257,0.3151,0.3227,0.3196,0.0108,347597.0,2047.0,10000.0,1,2.1,20190626,201906,2.374,0.4410958904109589,0.23543278398664774,0.268559347432231,1.292377138385482
1871,10001421.SH,20190116,SSE,0.0221,0.0221,0.0212,0.022000000000000002,0.0196,0.0197,0.0197,0.2533,527780.07,8466.0,10202.0,1,2.549,20190327,201903,2.374,0.1917808219178082,0.1782559762787565,-0.025614389683880745,0.41889605427822524
1872,10001527.SH,20190116,SSE,0.0724,0.0724,0.0712,0.076,0.0637,0.0729,0.0729,0.6837,4939613.54,5938.0,10202.0,1,2.303,20190123,201901,2.374,0.019178082191780823,0.1488969648983094,0.05020160079498637,0.17261578586735354
1873,10001564.SH,20190116,SSE,0.0149,0.0149,0.0136,0.0156,0.011000000000000001,0.0132,0.0132,12.1725,16504612.0,142937.0,10000.0,1,2.4,20190123,201901,2.374,0.019178082191780823,0.18069754394432996,0.00042881697080132675,0.16512770541534735
1874,10001526.SH,20190116,SSE,0.1168,0.1168,0.1151,0.1211,0.1064,0.1177,0.12,0.272,3178329.04,2711.0,10202.0,1,2.254,20190123,201901,2.374,0.019178082191780823,7.888609052210118e-31,0.0770489128862446,0.17651011235229488
1875,10001516.SH,20190116,SSE,0.2377,0.2362,0.2408,0.2423,0.2325,0.2347,0.2352,0.0302,726927.19,1070.0,10202.0,-1,2.5980000000000003,20190626,201906,2.374,0.4410958904109589,0.14226275285385964,0.2054824291594477,0.4869060965141196
1876,10001669.SH,20190116,SSE,0.3353,0.3353,0.331,0.3408,0.3268,0.3376,0.3375,0.0211,705218.0,861.0,10000.0,1,2.05,20190327,201903,2.374,0.1917808219178082,0.2540437323733803,0.2771383785896395,0.7907686177980527
1877,10001617.SH,20190116,SSE,0.0002,0.0002,0.0001,0.0002,0.0001,0.0002,0.0002,0.1824,2251.0,49581.0,10000.0,1,2.7,20190123,201901,2.374,0.019178082191780823,0.3602864740474324,-0.12764574794806682,0.14381932873515804
1878,10001522.SH,20190116,SSE,0.0409,0.0403,0.0426,0.0426,0.0384,0.0399,0.0399,0.0482,196905.74,3139.0,10202.0,-1,2.205,20190626,201906,2.374,0.4410958904109589,0.17595825211752697,0.00020191080055265154,1.139057997400735
1879,10001601.SH,20190116,SSE,0.09699999999999999,0.09699999999999999,0.0943,0.09699999999999999,0.0905,0.0905,0.0905,0.1179,1107104.0,4467.0,10000.0,1,2.45,20190626,201906,2.374,0.4410958904109589,0.18944980978931852,0.034049650125243636,0.7195057435332475
1880,10001524.SH,20190116,SSE,0.375,0.3548,0.3609,0.3622,0.3531,0.3553,0.371,0.0143,520564.19,1545.0,10202.0,-1,2.745,20190626,201906,2.374,0.4410958904109589,7.888609052210118e-31,0.33633308702729847,0.3052264530598916
1881,10001512.SH,20190116,SSE,0.1136,0.1136,0.1155,0.1171,0.1094,0.1102,0.1109,0.0135,156067.14,1110.0,10202.0,-1,2.401,20190626,201906,2.374,0.4410958904109589,0.16209245388770788,0.07106379212539027,0.8037644276284948
1882,10001424.SH,20190116,SSE,0.0069,0.0069,0.0064,0.0071,0.0057,0.0057,0.0057,0.1851,116482.36,11630.0,10202.0,1,2.696,20190327,201903,2.374,0.1917808219178082,0.1873510420057669,-0.05740730190694432,0.3239506767857245
1883,10001674.SH,20190116,SSE,0.1835,0.1835,0.1863,0.19,0.1745,0.17800000000000002,0.1792,0.1648,2997448.0,3961.0,10000.0,-1,2.55,20190227,201902,2.374,0.11506849315068493,0.15288236381237258,0.133261531276339,0.34143401928521433
1884,10001641.SH,20190116,SSE,0.27,0.2671,0.2646,0.27399999999999997,0.2582,0.2704,0.27399999999999997,0.342,9126787.0,4535.0,10000.0,1,2.1,20190123,201901,2.374,0.019178082191780823,7.888609052210118e-31,0.16931497908261717,0.18923092342555858
1885,10001664.SH,20190116,SSE,0.14,0.14,0.139,0.1476,0.1306,0.1342,0.1342,0.4613,6379207.0,7469.0,10000.0,-1,2.5,20190227,201902,2.374,0.11506849315068493,0.15386220577788384,0.10100280098460979,0.3627429035701164
1886,10001575.SH,20190116,SSE,0.1332,0.1332,0.1354,0.1427,0.1271,0.1305,0.1305,0.7887,10552441.0,8271.0,10000.0,-1,2.5,20190123,201901,2.374,0.019178082191780823,0.29643070314069675,0.07907616412164442,0.15771593967408679
